time,price
1749949708.046,187.129
1749949708.63,187.12
1749949709.129,187.124
1749949709.63,187.121
1749949710.129,187.119
1749949710.631,187.122
1749949711.048,187.122
1749949711.632,187.127
1749949712.133,187.13
1749949712.633,187.125
1749949713.132,187.125
1749949713.634,187.107
1749949714.047,187.107
1749949714.634,187.11
1749949715.135,187.106
1749949715.65,187.109
1749949716.135,187.112
1749949716.637,187.11
1749949717.049,187.11
1749949717.636,187.128
1749949718.138,187.13
1749949718.637,187.126
1749949719.137,187.133
1749949719.652,187.135
1749949720.05,187.135
1749949720.638,187.158
1749949721.138,187.16
1749949721.623,187.16
1749949722.138,187.162
1749949722.638,187.157
1749949723.05,187.157
1749949723.623,187.162
1749949724.138,187.156
1749949724.654,187.149
1749949725.139,187.144
1749949725.626,187.14
1749949726.05,187.14
1749949726.627,187.16
1749949727.175,187.157
1749949727.642,187.157
1749949728.142,187.16
1749949728.642,187.16
1749949729.051,187.16
1749949729.658,187.165
1749949730.176,187.169
1749949730.677,187.172
1749949731.193,187.179
1749949731.678,187.175
1749949732.053,187.175
1749949732.662,187.198
1749949733.178,187.203
1749949733.663,187.193
1749949734.162,187.198
1749949734.646,187.201
1749949735.056,187.201
1749949735.647,187.196
1749949736.148,187.194
1749949736.65,187.202
1749949737.15,187.205
1749949737.665,187.208
1749949738.056,187.208
1749949738.667,187.213
1749949739.182,187.209
1749949739.681,187.206
1749949740.199,187.2
1749949740.683,187.203
1749949741.056,187.203
1749949741.263,187.215
1749949741.717,187.22
1749949742.216,187.244
1749949742.7,187.241
1749949743.2,187.243
1749949743.717,187.24
1749949744.058,187.24
1749949744.686,187.233
1749949745.185,187.23
1749949745.702,187.23
1749949746.218,187.226
1749949746.718,187.223
1749949747.06,187.223
1749949747.721,187.205
1749949748.235,187.199
1749949748.735,187.196
1749949749.205,187.196
1749949749.721,187.198
1749949750.061,187.198
1749949750.722,187.189
1749949751.223,187.186
1749949751.722,187.182
1749949752.222,187.178
1749949752.722,187.182
1749949753.061,187.182
1749949753.738,187.181
1749949754.222,187.176
1749949754.753,187.182
1749949755.255,187.176
1749949755.741,187.18
1749949756.062,187.18
1749949756.742,187.187
1749949757.242,187.185
1749949757.742,187.182
1749949758.242,187.182
1749949758.744,187.184
1749949759.065,187.184
1749949759.744,187.152
1749949760.245,187.145
1749949760.746,187.151
1749949761.246,187.155
1749949761.747,187.152
1749949762.067,187.152
1749949762.747,187.161
1749949763.246,187.158
1749949763.747,187.162
1749949764.245,187.162
1749949764.747,187.159
1749949765.067,187.159
1749949765.748,187.154
1749949766.249,187.152
1749949766.748,187.146
1749949767.256,187.149
1749949767.75,187.153
1749949768.068,187.153
1749949768.75,187.153
1749949769.25,187.15
1749949769.75,187.144
1749949770.252,187.14
1749949770.752,187.142
1749949771.068,187.142
1749949771.755,187.136
1749949772.254,187.133
1749949772.754,187.135
1749949773.254,187.139
1749949773.754,187.136
1749949774.069,187.136
1749949774.74,187.132
1749949775.27,187.132
1749949775.772,187.134
1749949776.258,187.131
1749949776.773,187.128
1749949777.069,187.128
1749949777.773,187.129
1749949778.259,187.126
1749949778.776,187.133
1749949779.275,187.128
1749949779.759,187.124
1749949780.071,187.124
1749949780.275,187.126
1749949780.776,187.126
1749949781.272,187.126
1749949781.763,187.118
1749949782.277,187.116
1749949782.777,187.119
1749949783.073,187.119
1749949783.8,187.114
1749949784.273,187.114
1749949784.793,187.122
1749949912.117,187.078
1749949912.633,187.088
1749949913.164,187.077
1749949913.633,187.077
1749949914.133,187.08
1749949914.634,187.077
1749949915.119,187.077
1749949915.635,187.083
1749949916.135,187.071
1749949916.636,187.079
1749949917.154,187.075
1749949917.669,187.078
1749949918.12,187.078
1749949918.654,187.07
1749949919.153,187.072
1749949919.653,187.072
1749949920.154,187.068
1749949920.656,187.072
1749949921.122,187.072
1749949921.657,187.081
1749949922.158,187.087
1749949922.658,187.083
1749949923.157,187.087
1749949923.658,187.091
1749949924.121,187.091
1749949924.658,187.079
1749949925.159,187.079
1749949925.659,187.076
1749949926.159,187.088
1749949926.676,187.079
1749949927.121,187.079
1749949927.677,187.085
1749949928.194,187.088
1749949928.677,187.086
1749949929.177,187.086
1749949929.693,187.09
1749949930.121,187.09
1749949930.696,187.096
1749949931.194,187.09
1749949931.697,187.09
1749949932.195,187.086
1749949932.696,187.066
1749949933.123,187.066
1749949933.697,187.063
1749949934.212,187.059
1749949934.697,187.045
1749949935.211,187.04
1749949935.713,187.04
1749949936.124,187.04
1749949936.715,187.047
1749949937.278,187.049
1749949937.717,187.051
1749949938.217,187.044
1749949938.731,187.041
1749949939.125,187.041
1749949939.731,187.044
1749949940.247,187.044
1749949940.749,187.035
1749949941.233,187.033
1749949941.735,187.026
1749949942.126,187.026
1749949942.736,187.018
1749949943.235,187.014
1749949943.739,187.019
1749949944.234,187.023
1749949944.734,187.014
1749949945.126,187.014
1749949945.721,187.016
1749949946.252,187.007
1749949946.721,187.01
1749949947.255,187.012
1749949947.738,187.008
1749949948.127,187.008
1749949948.723,187.017
1749949949.23,187.021
1749949949.723,187.024
1749949950.222,187.032
1749949950.725,187.036
1749949951.128,187.036
1749949951.74,187.049
1749949952.242,187.056
1749949952.741,187.059
1749949953.241,187.056
1749949953.74,187.062
1749949954.131,187.062
1749949954.758,187.079
1749949955.273,187.082
1749949955.759,187.075
1749949956.258,187.064
1749949956.759,187.061
1749949957.132,187.061
1749949957.762,187.05
1749949958.261,187.052
1749949958.776,187.052
1749949959.262,187.056
1749949959.761,187.058
1749949960.132,187.058
1749949960.763,187.056
1749949961.265,187.026
1749949961.764,187.005
1749949962.265,187.009
1749949962.749,187.004
1749949963.135,187.004
1749949963.748,187.004
1749949964.265,187
1749949964.764,187.005
1749949965.248,187.007
1749949965.762,187.012
1749949966.136,187.012
1749949966.751,187.013
1749949967.251,186.997
1749949967.752,186.984
1749949968.267,186.97
1749949968.767,186.966
1749949969.138,186.966
1749949969.751,186.958
1749949970.267,186.954
1749949970.754,186.95
1749949971.27,186.948
1749949971.77,186.96
1749949972.142,186.96
1749949972.754,186.966
1749949973.271,186.97
1749949973.755,186.978
1749949974.27,186.99
1749949974.771,186.993
1749949975.144,186.993
1749949975.756,186.983
1749949976.273,186.987
1749949976.757,186.99
1749949977.274,186.99
1749949977.774,186.985
1749949978.145,186.985
1749949978.775,186.963
1749949979.274,186.966
1749949979.774,186.961
1749949980.274,186.963
1749949980.776,186.966
1749949981.146,186.966
1749949981.795,186.977
1749949982.294,186.971
1749949982.792,186.984
1749949983.292,186.992
1749949983.798,186.99
1749949984.148,186.99
1749949984.792,186.987
1749949985.308,186.99
1749949985.795,186.988
1749949986.294,186.99
1749949986.795,186.993
1749949987.149,186.993
1749949987.796,186.99
1749949988.328,186.997
1749949988.796,186.997
1749949989.312,186.997
1749949989.796,186.997
1749949990.15,186.997
1749949990.799,186.991
1749949991.299,186.978
1749949991.799,186.983
1749949992.3,186.981
1749949992.801,186.984
1749949993.151,186.984
1749949993.799,186.99
1749949994.3,186.992
1749949994.8,186.997
1749949995.301,187.001
1749949995.802,187.004
1749949996.152,187.004
1749949996.803,187.015
1749949997.304,187.017
1749949997.803,187.019
1749949998.305,187.033
1749949998.805,187.038
1749949999.153,187.038
1749949999.806,187.038
1749950000.306,187.038
1749950000.791,187.044
1749950001.307,187.041
1749950001.792,187.044
1749950002.155,187.044
1749950002.792,187.05
1749950003.292,187.054
1749950003.794,187.051
1749950004.293,187.045
1749950004.792,187.047
1749950005.155,187.047
1749950005.794,187.048
1749950006.309,187.053
1749950006.795,187.056
1749950007.296,187.058
1749950007.797,187.052
1749950008.156,187.052
1749950008.797,187.04
1749950009.296,187.043
1749950009.796,187.046
1749950010.313,187.042
1749950010.799,187.036
1749950011.158,187.036
1749950011.8,187.028
1749950012.299,187.025
1749950012.801,187.021
1749950013.299,187.027
1749950013.799,187.022
1749950014.159,187.022
1749950014.8,187.025
1749950015.299,187.025
1749950015.801,187.019
1749950016.316,187.017
1749950016.801,187.02
1749950017.16,187.02
1749950017.803,187.014
1749950018.305,187.02
1749950018.805,187.018
1749950019.304,187.022
1749950019.804,187.031
1749950020.16,187.031
1749950020.806,187.039
1749950021.307,187.046
1749950021.807,187.041
1749950022.31,187.045
1749950022.807,187.037
1749950023.16,187.037
1749950023.807,187.027
1749950024.307,187.025
1749950024.807,187.022
1749950025.308,187.024
1749950025.809,187.021
1749950026.161,187.021
1749950026.826,187.044
1749950027.311,187.042
1749950027.811,187.036
1749950028.312,187.036
1749950028.811,187.036
1749950029.162,187.036
1749950029.811,187.026
1749950030.316,187.028
1749950030.814,187.026
1749950031.313,187.023
1749950031.814,187.017
1749950032.163,187.017
1749950032.814,187.024
1749950033.33,187.014
1749950033.816,187.016
1749950034.316,187.012
1749950034.83,187.018
1749950035.164,187.018
1749950035.816,187.022
1749950036.316,187.025
1749950036.817,187.025
1749950037.319,187.028
1749950037.819,187.026
1749950038.165,187.026
1749950038.818,187.027
1749950039.319,187.031
1749950039.818,187.033
1749950040.32,187.039
1749950040.82,187.031
1749950041.168,187.031
1749950041.822,187.026
1749950042.338,187.041
1749950042.824,187.037
1749950043.339,187.028
1749950043.821,187.018
1749950044.17,187.018
1749950044.822,187.018
1749950045.327,187.022
1749950045.824,187.025
1749950046.357,187.025
1749950046.825,187.028
1749950047.172,187.028
1749950047.39,187.031
1749950047.826,187.031
1749950048.326,187.027
1749950048.827,187.032
1749950049.349,187.036
1749950049.873,187.036
1749950050.172,187.036
1749950050.859,187.029
1749950051.36,187.032
1749950051.86,187.022
1749950052.376,187.025
1749950052.861,187.027
1749950053.173,187.027
1749950053.876,187.036
1749950054.374,187.036
1749950054.879,187.041
1749950055.376,187.039
1749950055.878,187.047
1749950056.174,187.047
1749950056.379,187.053
1749950056.879,187.05
1749950057.375,187.05
1749950057.881,187.053
1749950058.38,187.051
1749950058.88,187.054
1749950059.175,187.054
1749950059.38,187.038
1749950059.88,187.044
1749950060.375,187.044
1749950060.882,187.037
1749950061.383,187.04
1749950061.884,187.035
1749950062.176,187.035
1749950062.399,187.049
1749950062.883,187.057
1749950063.376,187.057
1749950063.883,187.067
1749950064.399,187.062
1749950064.9,187.059
1749950065.177,187.059
1749950065.385,187.061
1749950065.905,187.057
1749950066.378,187.057
1749950066.886,187.058
1749950067.404,187.058
1749950067.888,187.056
1749950068.178,187.056
1749950068.405,187.048
1749950068.889,187.046
1749950069.38,187.046
1749950069.889,187.06
1749950070.39,187.057
1749950070.89,187.061
1749950071.18,187.061
1749950071.391,187.051
1749950071.891,187.057
1749950072.38,187.057
1749950072.907,187.064
1749950073.406,187.062
1749950073.906,187.074
1749950074.181,187.074
1749950074.408,187.069
1749950074.907,187.045
1749950075.382,187.045
1749950075.908,187.04
1749950076.425,187.043
1749950076.933,187.035
1749950077.184,187.035
1749950077.426,187.032
1749950077.927,187.029
1749950078.383,187.029
1749950078.926,187.028
1749950079.427,187.03
1749950079.926,187.032
1749950080.184,187.032
1749950080.442,187.035
1749950080.928,187.04
1749950081.384,187.04
1749950081.929,187.019
1749950082.429,187.022
1749950082.929,187.018
1749950083.185,187.018
1749950083.429,187.018
1749950083.929,187.015
1749950084.386,187.015
1749950084.929,187.018
1749950085.43,187.025
1749950085.931,187.029
1749950086.188,187.029
1749950086.433,187.025
1749950086.933,187.029
1749950087.389,187.029
1749950087.95,187.03
1749950088.449,187.03
1749950088.951,187.028
1749950089.19,187.028
1749950089.449,187.022
1749950089.949,187.024
1749950090.39,187.024
1749950090.951,187.019
1749950091.453,187.015
1749950091.952,187.019
1749950092.193,187.019
1749950092.453,187.002
1749950092.953,187.016
1749950093.395,187.016
1749950093.967,187.007
1749950094.468,187.01
1749950094.968,187.007
1749950095.195,187.007
1749950095.468,187.007
1749950095.971,187.003
1749950096.395,187.003
1749950096.971,186.999
1749950097.473,186.993
1749950097.971,186.993
1749950098.195,186.993
1749950098.486,186.997
1749950098.971,187.002
1749950099.396,187.002
1749950099.971,186.997
1749950100.472,186.994
1749950100.973,186.994
1749950101.198,186.994
1749950101.537,186.967
1749950101.975,186.973
1749950102.399,186.973
1749950102.991,186.984
1749950103.492,186.981
1749950103.975,186.986
1749950104.199,186.986
1749950104.48,186.976
1749950104.992,186.967
1749950105.4,186.967
1749950106.001,186.967
1749950106.493,186.949
1749950106.98,186.962
1749950107.202,186.962
1749950107.495,186.959
1749950107.979,186.956
1749950108.403,186.956
1749950108.995,186.953
1749950109.512,186.958
1749950110.001,186.968
1749950110.512,186.97
1749950110.982,186.97
1749950111.406,186.97
1749950111.982,186.969
1749950112.484,186.966
1749950112.984,186.966
1749950113.206,186.966
1749950113.5,186.963
1749950113.998,186.966
1749950114.407,186.966
1749950114.998,186.961
1749950115.516,186.957
1749950116.016,186.957
1749950116.532,186.96
1749950117.063,186.949
1749950117.533,186.954
1749950118.008,186.954
1749950118.534,186.954
1749950119.034,186.95
1749950119.55,186.941
1749950120.033,186.947
1749950120.549,186.95
1749950121.011,186.95
1749950121.536,186.955
1749950122.036,186.946
1749950122.538,186.943
1749950123.038,186.941
1749950123.536,186.949
1749950124.012,186.949
1749950124.538,186.96
1749950125.036,186.965
1749950125.537,186.965
1749950126.039,186.962
1749950126.539,186.953
1749950127.013,186.953
1749950127.542,186.96
1749950128.072,186.963
1749950128.556,186.966
1749950129.056,186.96
1749950129.556,186.966
1749950130.014,186.966
1749950130.574,186.994
1749950131.058,186.988
1749950131.557,186.994
1749950132.058,186.97
1749950132.558,186.973
1749950133.016,186.973
1749950133.558,186.983
1749950134.058,186.985
1749950134.558,186.98
1749950135.061,186.989
1749950135.559,186.986
1749950136.015,186.986
1749950136.562,186.984
1749950137.061,187.002
1749950137.563,187.006
1749950138.062,187.01
1749950138.609,187.006
1749950139.015,187.006
1749950139.562,186.998
1749950140.063,187
1749950140.564,187.003
1749950141.063,187.007
1749950141.564,187.004
1749950142.017,187.004
1749950142.566,187.01
1749950143.082,187.002
1749950143.565,187
1749950144.051,187.003
1749950144.582,186.984
1749950145.017,186.984
1749950145.582,186.989
1749950146.083,186.996
1749950146.599,186.992
1749950147.099,186.99
1749950147.6,186.992
1749950148.018,186.992
1749950148.6,186.982
1749950149.1,186.986
1749950149.6,186.991
1749950150.102,186.988
1749950150.602,186.988
1749950151.019,186.988
1749950151.604,186.992
1749950152.104,186.995
1749950152.603,186.988
1749950153.103,186.97
1749950153.603,186.973
1749950154.02,186.973
1749950154.604,186.967
1749950155.103,186.973
1749950155.605,186.973
1749950156.105,186.969
1749950156.606,186.963
1749950157.021,186.963
1749950157.607,186.974
1749950158.092,186.971
1749950158.61,186.975
1749950159.107,186.982
1749950159.624,186.979
1749950160.022,186.979
1749950160.61,186.971
1749950161.126,186.971
1749950161.628,186.975
1749950162.126,186.956
1749950162.626,186.958
1749950163.025,186.958
1749950163.628,186.954
1749950164.127,186.956
1749950164.627,186.956
1749950165.115,186.96
1749950165.629,186.958
1749950166.025,186.958
1749950166.645,186.958
1749950167.146,186.969
1749950167.631,186.973
1749950168.161,186.971
1749950168.663,186.963
1749950169.026,186.963
1749950169.661,186.957
1749950170.192,186.965
1749950170.68,186.983
1749950171.165,186.979
1749950171.665,186.981
1749950172.028,186.981
1749950172.665,186.984
1749950173.165,186.987
1749950173.664,186.983
1749950174.166,186.976
1749950174.664,186.969
1749950175.028,186.969
1749950175.666,186.968
1749950176.168,186.965
1749950176.668,186.97
1749950177.168,186.978
1749950177.669,186.982
1749950178.028,186.982
1749950178.669,186.973
1749950179.184,186.967
1749950179.668,186.961
1749950180.173,186.956
1749950180.672,186.962
1749950181.029,186.962
1749950181.671,186.965
1749950182.187,186.967
1749950182.656,186.976
1749950183.157,186.978
1749950183.671,186.981
1749950184.031,186.981
1749950184.656,186.974
1749950185.173,186.981
1749950185.678,186.986
1749950186.174,186.99
1749950186.675,186.986
1749950187.031,186.986
1749950187.692,186.992
1749950188.161,186.996
1749950188.659,186.993
1749950189.159,186.989
1749950189.707,186.992
1749950190.031,186.992
1749950190.678,186.982
1749950191.183,186.985
1749950191.679,186.965
1749950192.163,186.99
1749950192.665,186.993
1749950193.032,186.993
1749950193.71,186.991
1749950194.21,186.987
1749950194.712,186.985
1749950195.21,186.988
1749950195.712,186.984
1749950196.034,186.984
1749950196.713,186.984
1749950197.215,186.987
1749950197.716,186.982
1749950198.231,186.978
1749950198.716,186.973
1749950199.037,186.973
1749950199.715,186.973
1749950200.214,186.97
1749950200.718,186.972
1749950201.218,186.972
1749950201.718,186.972
1749950202.039,186.972
1749950202.703,186.974
1749950203.217,186.978
1749950203.733,186.982
1749950204.235,186.974
1749950204.735,186.978
1749950205.04,186.978
1749950205.25,186.975
1749950205.752,186.983
1749950206.239,186.983
1749950206.753,187.003
1749950207.253,186.993
1749950207.754,186.99
1749950208.04,186.99
1749950208.254,186.994
1749950208.753,186.994
1749950209.242,186.994
1749950209.753,186.99
1749950210.27,186.987
1749950210.773,186.987
1749950211.041,186.987
1749950211.256,186.993
1749950211.758,186.989
1749950212.242,186.989
1749950212.756,186.996
1749950213.256,186.993
1749950213.756,186.991
1749950214.042,186.991
1749950214.256,186.963
1749950214.757,186.963
1749950215.243,186.963
1749950215.758,186.964
1749950216.258,186.962
1749950216.76,186.958
1749950217.044,186.958
1749950217.261,186.956
1749950217.76,186.969
1749950218.246,186.969
1749950218.76,186.949
1749950219.261,186.945
1749950219.746,186.938
1749950220.046,186.938
1749950220.276,186.933
1749950220.778,186.93
1749950221.247,186.93
1749950221.779,186.929
1749950222.279,186.923
1749950222.779,186.925
1749950223.047,186.925
1749950223.28,186.929
1749950223.78,186.943
1749950224.248,186.943
1749950224.78,186.938
1749950225.28,186.932
1749950225.787,186.908
1749950226.049,186.908
1749950226.298,186.9
1749950226.783,186.903
1749950227.25,186.903
1749950227.783,186.9
1749950228.283,186.896
1749950228.783,186.906
1749950229.051,186.906
1749950229.284,186.903
1749950229.783,186.906
1749950230.251,186.906
1749950230.785,186.907
1749950231.269,186.904
1749950231.771,186.896
1749950232.051,186.896
1749950232.271,186.891
1749950232.771,186.895
1749950233.252,186.895
1749950233.756,186.892
1749950234.272,186.896
1749950234.771,186.9
1749950235.052,186.9
1749950235.255,186.903
1749950235.758,186.906
1749950236.253,186.906
1749950236.774,186.926
1749950237.261,186.931
1749950237.777,186.956
1749950238.054,186.956
1749950238.26,186.951
1749950238.762,186.948
1749950239.256,186.948
1749950239.761,186.955
1749950240.276,186.95
1749950240.763,186.946
1749950241.057,186.946
1749950241.262,186.95
1749950241.766,186.95
1749950242.256,186.95
1749950242.812,186.948
1749950243.297,186.957
1749950243.779,186.961
1749950244.056,186.961
1749950244.28,186.959
1749950244.779,186.956
1749950245.257,186.956
1749950245.797,186.965
1749950246.33,186.968
1749950246.83,186.968
1749950247.057,186.968
1749950247.33,186.965
1749950247.831,186.974
1749950248.257,186.974
1749950248.817,186.975
1749950249.346,186.971
1749950249.83,186.975
1749950250.055,186.975
1749950250.353,186.958
1749950250.849,186.965
1749950251.257,186.965
1749950251.851,186.966
